,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3127,3127,15706464,Iweobiegbunam,705,Spain,Male,43.0,5,0.0,2,1.0,0.0,86791.9,0
99571,99571,15611191,O'Donnell,679,France,Male,36.0,8,139855.31,2,1.0,1.0,160121.17,0
106105,106105,15707634,Anenechukwu,710,France,Male,57.0,7,0.0,1,1.0,0.0,133501.94,0
141410,141410,15668032,Hs?,631,France,Male,29.0,10,0.0,2,1.0,0.0,62989.33,0
115328,115328,15813718,Kirillova,651,Spain,Female,45.0,5,0.0,2,0.0,0.0,193008.52,0
9723,9723,15642725,Hs?,549,Spain,Female,34.0,2,0.0,2,1.0,0.0,84972.9,0
42661,42661,15774849,Genovesi,580,Germany,Female,32.0,2,81814.74,1,0.0,1.0,156425.54,0
45403,45403,15697025,Hsing,682,France,Male,24.0,6,0.0,2,0.0,0.0,141556.33,0
32929,32929,15685300,Milne,667,Germany,Female,35.0,1,117791.06,1,1.0,1.0,156853.99,0
134283,134283,15636061,Ch'en,663,Germany,Male,47.0,5,144772.69,1,1.0,1.0,159676.55,1
148206,148206,15576745,Ugochukwu,753,Spain,Male,38.0,3,0.0,2,1.0,1.0,114442.41,0
153360,153360,15768270,Ibragimova,850,France,Male,31.0,5,107283.2,1,0.0,1.0,164287.44,0
18005,18005,15679587,Chan,666,France,Female,34.0,7,0.0,1,1.0,1.0,25095.03,1
109787,109787,15756518,Linger,750,France,Male,66.0,9,122724.66,1,1.0,1.0,125381.11,0
58758,58758,15774882,She,452,France,Male,30.0,1,112935.87,1,1.0,1.0,99017.34,0
106687,106687,15641674,Tung,699,Spain,Female,33.0,4,0.0,1,1.0,0.0,82709.8,0
68980,68980,15754849,Trevisano,556,France,Male,34.0,7,0.0,1,0.0,1.0,77965.44,0
10798,10798,15656937,Li Fonti,584,France,Female,38.0,4,0.0,2,1.0,1.0,93717.55,0
125860,125860,15783276,Bruno,590,France,Female,32.0,8,0.0,2,1.0,0.0,145560.38,0
59993,59993,15645353,Ch'en,678,Spain,Female,25.0,8,152581.06,1,1.0,0.0,738.88,0
4088,4088,15684518,T'ang,627,France,Male,34.0,9,0.0,2,0.0,1.0,103716.06,0
34712,34712,15590344,McIntosh,683,France,Male,51.0,9,175443.75,4,0.0,1.0,134901.57,1
22710,22710,15644796,T'ang,591,France,Male,32.0,9,0.0,2,1.0,0.0,71776.87,0
116389,116389,15599452,Teng,683,France,Male,26.0,4,138555.01,1,1.0,1.0,57594.78,0
128759,128759,15608873,Nnachetam,634,France,Male,34.0,4,0.0,2,1.0,0.0,49463.05,0
71797,71797,15632369,Fanucci,587,Spain,Female,39.0,1,0.0,1,1.0,0.0,181489.51,1
90767,90767,15718369,Milanesi,844,France,Male,34.0,7,0.0,2,1.0,0.0,84460.18,0
160731,160731,15713479,Ritchie,718,Spain,Male,30.0,4,0.0,2,1.0,0.0,161223.5,0
16376,16376,15659962,Pagnotto,637,Spain,Male,31.0,7,107571.61,1,1.0,0.0,113695.99,0
26668,26668,15661412,Hsieh,725,Germany,Male,30.0,7,102773.2,1,1.0,1.0,123587.85,0
160252,160252,15721063,Illingworth,661,France,Female,48.0,2,0.0,2,1.0,1.0,129955.31,0
54914,54914,15647898,Ponomarev,659,Spain,Male,40.0,8,0.0,2,0.0,1.0,54954.51,0
138833,138833,15742204,Hsu,632,Germany,Female,50.0,3,107959.39,1,1.0,0.0,174027.3,1
76587,76587,15631070,Ponomaryov,653,France,Male,31.0,0,0.0,2,1.0,0.0,28269.63,0
98880,98880,15771442,Chien,549,Spain,Male,31.0,1,103818.41,1,0.0,1.0,150661.42,0
132584,132584,15796958,Nwabugwu,635,Germany,Female,39.0,8,170840.08,2,1.0,1.0,109895.16,0
23826,23826,15636069,O'Donnell,738,Spain,Male,33.0,1,145860.98,1,1.0,1.0,117946.3,0
113723,113723,15631359,Dickson,459,Spain,Male,38.0,6,0.0,2,0.0,1.0,96677.59,0
99148,99148,15594864,Genovese,596,Germany,Female,28.0,7,87098.91,2,1.0,1.0,115452.51,0
149015,149015,15749472,Hsia,718,France,Female,29.0,1,153715.63,1,1.0,0.0,129964.14,0
10211,10211,15791131,Olisanugo,697,France,Female,67.0,9,0.0,1,1.0,1.0,12917.19,1
127827,127827,15794939,Ch'iu,684,Germany,Male,37.0,6,137761.0,1,1.0,0.0,132442.38,1
160538,160538,15782768,Moore,662,Spain,Male,29.0,7,0.0,2,1.0,1.0,113050.97,0
163223,163223,15613172,Yermakova,704,France,Female,39.0,7,0.0,2,0.0,0.0,131281.28,0
74465,74465,15703413,Montes,519,France,Female,38.0,7,125328.56,1,1.0,0.0,187985.85,0
5444,5444,15678067,Boyle,544,Spain,Female,30.0,3,0.0,2,0.0,0.0,163655.01,0
135756,135756,15793881,Ch'iu,709,France,Male,36.0,8,109844.81,1,0.0,1.0,186612.47,0
24886,24886,15625461,Ch'ien,516,France,Male,35.0,6,141665.63,1,1.0,1.0,171733.59,0
132298,132298,15689201,Titheradge,642,France,Female,29.0,5,0.0,2,1.0,1.0,100101.06,0
123119,123119,15623649,Efremov,710,France,Female,41.0,4,0.0,2,1.0,0.0,62811.03,0
75221,75221,15755899,Lucciano,748,France,Female,24.0,2,78858.05,1,0.0,0.0,185840.51,0
68590,68590,15708521,Martin,804,Spain,Male,54.0,8,163863.36,1,1.0,1.0,93436.94,0
138582,138582,15631333,Wade,646,Spain,Male,34.0,4,0.0,2,1.0,0.0,175310.38,0
10701,10701,15653050,Fanucci,493,France,Male,67.0,9,115406.97,1,0.0,1.0,184800.31,0
38614,38614,15599301,Mazzi,624,France,Female,39.0,7,121166.88,1,1.0,1.0,147551.26,0
144533,144533,15672028,Kuo,739,Spain,Male,48.0,9,92474.05,1,1.0,1.0,197688.5,1
159527,159527,15679307,Kazantseva,559,Spain,Female,29.0,6,0.0,1,0.0,1.0,86634.3,0
71267,71267,15792232,Moss,549,Spain,Male,43.0,5,0.0,2,1.0,0.0,105149.8,0
57850,57850,15665088,Hargreaves,659,France,Female,37.0,2,0.0,2,1.0,0.0,116465.85,0
145696,145696,15794580,Tung,792,France,Female,33.0,2,0.0,2,0.0,1.0,184842.71,0
16890,16890,15590810,Hs?,741,France,Female,34.0,9,0.0,1,1.0,0.0,129895.39,0
18970,18970,15602551,Molineux,516,Germany,Male,22.0,3,102723.35,1,0.0,1.0,175894.24,1
71734,71734,15789924,Ch'eng,709,Germany,Male,56.0,9,108431.01,1,1.0,0.0,129964.9,1
95465,95465,15761706,Ndubuagha,712,France,Male,46.0,3,0.0,2,0.0,1.0,79314.1,0
24947,24947,15748116,Zetticci,571,France,Female,26.0,0,119556.1,1,1.0,0.0,72927.68,0
137581,137581,15760450,Rutherford,592,France,Female,43.0,1,0.0,2,1.0,1.0,52471.36,0
17774,17774,15792654,Bess,713,France,Male,42.0,9,113865.35,1,0.0,1.0,104786.33,0
157907,157907,15690939,Howe,575,Spain,Male,29.0,2,0.0,1,1.0,1.0,10666.05,0
132257,132257,15584545,Onyemauchechukwu,778,France,Male,24.0,5,0.0,2,1.0,1.0,131301.74,0
82791,82791,15811565,Cocci,558,Spain,Female,47.0,3,63488.7,1,1.0,1.0,28640.92,1
30803,30803,15809462,Polyakova,656,France,Male,30.0,3,0.0,2,1.0,1.0,17104.0,0
32779,32779,15627484,Okwuoma,850,France,Female,34.0,8,91286.47,1,1.0,1.0,127630.88,0
79469,79469,15785042,Lu,652,Spain,Male,34.0,5,0.0,2,1.0,0.0,171647.57,0
57449,57449,15578722,Biryukov,724,France,Male,37.0,6,0.0,2,1.0,1.0,176780.39,0
103639,103639,15642345,Shaw,714,France,Female,51.0,4,0.0,2,1.0,1.0,135630.32,1
58951,58951,15757911,Hsiung,583,France,Female,40.0,7,0.0,2,0.0,1.0,161519.77,0
26504,26504,15721336,Hsieh,754,France,Male,30.0,6,0.0,2,0.0,0.0,38773.82,0
111519,111519,15794929,L?,751,France,Male,47.0,4,0.0,1,0.0,0.0,145795.2,1
92935,92935,15572182,Onuora,505,Germany,Female,33.0,3,106506.77,3,1.0,1.0,45445.78,0
131178,131178,15680366,Macintyre,689,Germany,Female,40.0,2,110527.17,1,0.0,0.0,27509.52,1
158343,158343,15582910,Kao,637,France,Female,48.0,9,0.0,1,1.0,0.0,173680.39,1
160014,160014,15692926,McFarland,635,France,Female,34.0,3,64404.26,1,1.0,1.0,37870.29,0
104111,104111,15793890,Milano,712,France,Female,36.0,5,0.0,2,1.0,1.0,180553.48,0
55228,55228,15758039,Ash,628,France,Female,46.0,6,0.0,1,1.0,0.0,104930.46,1
83717,83717,15759872,Ch'ang,583,Germany,Male,29.0,9,165979.66,2,0.0,0.0,152989.15,0
13042,13042,15570134,Henry,683,Germany,Male,41.0,6,131156.76,2,1.0,0.0,37976.36,1
42152,42152,15588955,Nnonso,676,France,Female,36.0,3,0.0,2,1.0,1.0,160523.33,0
112860,112860,15646969,Iweobiegbunam,773,France,Male,26.0,3,0.0,2,1.0,0.0,141753.02,0
103842,103842,15786463,K'ung,689,Spain,Male,30.0,3,0.0,2,1.0,1.0,65801.44,0
7654,7654,15635277,Yobanna,662,France,Male,30.0,8,105355.98,1,1.0,1.0,48233.75,0
131666,131666,15617518,Cremonesi,812,Spain,Male,39.0,10,0.0,2,0.0,1.0,177519.39,0
27819,27819,15739357,Genovese,722,France,Female,41.0,3,0.0,1,1.0,0.0,25448.33,1
73999,73999,15688071,O'Sullivan,671,Spain,Female,41.0,4,0.0,2,1.0,0.0,174902.73,0
46629,46629,15653762,Chuang,624,Germany,Male,38.0,5,106301.85,1,0.0,1.0,130862.11,1
108480,108480,15581548,Toscani,769,France,Female,35.0,3,0.0,1,1.0,0.0,158845.49,0
54432,54432,15777210,Nwabugwu,664,France,Female,29.0,5,0.0,1,1.0,1.0,56585.1,1
153069,153069,15656912,Aitken,649,Spain,Male,51.0,6,0.0,2,0.0,1.0,150390.57,0
4753,4753,15692599,Tung,595,France,Female,29.0,4,0.0,2,1.0,0.0,172749.4,0
121107,121107,15617648,Chinagorom,742,France,Male,30.0,9,135874.1,1,1.0,0.0,175023.03,0
113631,113631,15672185,Davison,558,Germany,Male,41.0,7,109346.13,2,0.0,0.0,102628.98,1
2970,2970,15723720,Oluchi,597,France,Male,35.0,3,110112.52,1,0.0,0.0,63726.15,0
68751,68751,15654211,T'ien,634,France,Male,35.0,1,0.0,2,1.0,1.0,1299.75,0
108920,108920,15647800,Ch'ang,748,France,Male,34.0,4,0.0,2,1.0,1.0,199378.31,0
64389,64389,15810834,Lombardo,624,Spain,Female,29.0,2,172646.82,1,1.0,1.0,180712.52,1
96897,96897,15807524,Nnaife,607,France,Male,33.0,2,0.0,2,1.0,1.0,96833.0,0
21160,21160,15752388,T'ien,661,France,Female,37.0,3,0.0,2,1.0,0.0,162719.69,0
87709,87709,15637110,McCulloch,634,Spain,Female,35.0,10,0.0,2,1.0,0.0,82634.41,0
92528,92528,15633574,Calabrese,581,France,Male,45.0,5,0.0,2,0.0,1.0,83084.33,0
145484,145484,15784852,Macleod,628,Spain,Female,33.0,6,126689.71,2,1.0,1.0,153483.77,0
83138,83138,15673055,Onwuatuegwu,545,France,Male,37.0,5,0.0,2,1.0,1.0,127033.74,0
52779,52779,15672053,Schatz,562,Spain,Male,62.0,2,0.0,2,0.0,0.0,105986.01,1
70127,70127,15718369,Chikwado,574,Germany,Female,34.0,9,109153.96,2,1.0,0.0,152872.36,0
98960,98960,15701605,Mazzanti,562,Spain,Male,36.0,7,142578.17,1,0.0,0.0,145700.66,0
17979,17979,15642996,Okeke,656,Germany,Female,56.0,2,121365.39,1,1.0,0.0,173498.45,1
37705,37705,15742297,Ch'iu,485,France,Female,25.0,2,0.0,2,0.0,0.0,173989.66,0
161988,161988,15688868,Hsia,748,France,Female,28.0,6,0.0,2,1.0,0.0,171045.65,0
4905,4905,15580148,Chukwuemeka,627,France,Female,32.0,6,108508.71,1,1.0,0.0,159257.21,0
82915,82915,15772461,Chien,724,Germany,Male,37.0,2,88915.13,2,1.0,0.0,133501.53,0
71752,71752,15608114,Manfrin,757,Spain,Male,27.0,7,121286.27,1,0.0,0.0,6776.92,0
40048,40048,15661548,Evseyev,525,France,Female,43.0,1,112833.35,1,0.0,1.0,175178.56,1
74034,74034,15779414,Onyemauchechukwu,651,Spain,Female,30.0,8,0.0,2,1.0,0.0,115403.31,0
98079,98079,15594436,Mazzi,769,Spain,Female,29.0,2,127216.31,1,1.0,1.0,12483.56,0
150542,150542,15623667,Shubin,721,France,Male,44.0,4,0.0,1,1.0,1.0,89891.7,0
20290,20290,15777907,Scott,641,France,Male,36.0,8,0.0,2,1.0,1.0,24983.39,0
145507,145507,15684484,White,543,France,Male,26.0,8,0.0,2,0.0,0.0,127587.22,0
96045,96045,15746515,Liao,756,Germany,Male,37.0,7,121874.89,2,1.0,1.0,8742.91,0
14182,14182,15571281,Chukwukadibia,705,Germany,Male,46.0,6,125724.95,1,0.0,1.0,28226.15,1
92778,92778,15751455,Ting,633,France,Male,37.0,4,0.0,2,1.0,0.0,120512.08,0
150999,150999,15791867,Milanesi,655,Spain,Female,37.0,2,0.0,2,0.0,1.0,121364.61,0
111721,111721,15682454,Crumbley,686,Spain,Male,27.0,3,0.0,2,0.0,0.0,198030.24,0
117334,117334,15747647,Kistler,590,Spain,Female,38.0,4,0.0,2,1.0,0.0,158845.49,0
146866,146866,15795565,Baresi,561,Germany,Female,39.0,8,139859.59,2,1.0,1.0,129562.59,0
140627,140627,15611157,Tsou,571,Germany,Male,28.0,8,164978.01,1,0.0,0.0,72869.79,0
124700,124700,15585892,White,718,Spain,Male,39.0,9,121355.57,1,1.0,0.0,103931.13,0
145310,145310,15766787,Hsiung,488,France,Male,38.0,7,0.0,2,1.0,0.0,93713.13,0
18702,18702,15751208,Mazzanti,704,France,Male,40.0,2,0.0,2,1.0,0.0,78387.32,0
137388,137388,15780677,Seleznev,654,Germany,Female,71.0,3,125801.03,2,1.0,1.0,115116.35,0
90309,90309,15567486,Onyekachi,564,Germany,Female,47.0,9,116536.43,1,0.0,0.0,176924.21,1
89157,89157,15572038,Chijindum,660,France,Male,31.0,9,113948.58,2,1.0,1.0,188891.96,0
128630,128630,15795895,Mazzanti,711,France,Male,38.0,1,0.0,1,1.0,0.0,138526.96,0
59995,59995,15681554,Alley,716,Germany,Female,31.0,8,120599.38,1,1.0,0.0,46163.44,0
102738,102738,15744843,K'ung,569,France,Male,34.0,2,0.0,2,1.0,1.0,196555.32,0
115270,115270,15651581,Ts'ui,661,France,Male,34.0,3,0.0,2,1.0,1.0,107876.3,0
107159,107159,15646765,Mazzanti,806,Spain,Female,42.0,5,108117.1,1,1.0,1.0,121317.17,1
111646,111646,15653595,Aksenov,773,France,Male,32.0,9,0.0,2,1.0,1.0,89801.9,0
22781,22781,15621457,Ojiofor,675,Spain,Female,32.0,6,0.0,2,1.0,0.0,125921.84,0
44783,44783,15613471,Genovesi,745,Spain,Male,62.0,3,162482.76,1,0.0,1.0,168528.24,0
13965,13965,15626135,Iadanza,725,France,Female,42.0,3,0.0,1,1.0,0.0,133672.61,1
146918,146918,15777893,K?,547,Germany,Male,37.0,6,122550.05,1,1.0,1.0,85411.01,1
41737,41737,15773276,Nkemdirim,540,France,Male,51.0,2,148222.65,1,0.0,0.0,176743.51,0
101997,101997,15794580,Nwachinemelu,645,France,Male,39.0,3,0.0,1,1.0,1.0,75578.62,0
5541,5541,15761340,Bullen,521,France,Male,40.0,5,0.0,2,1.0,1.0,99828.45,0
63407,63407,15773520,Hsieh,649,France,Female,32.0,2,113574.61,1,1.0,0.0,116893.87,0
140326,140326,15775797,Scott,803,France,Male,40.0,3,0.0,2,1.0,0.0,127433.56,0
126779,126779,15583026,Ts'ao,656,France,Male,34.0,0,135919.33,1,1.0,0.0,53534.8,0
147950,147950,15690796,Nnachetam,726,France,Male,44.0,4,0.0,2,1.0,1.0,80552.11,0
57439,57439,15590327,Shih,850,France,Male,35.0,3,0.0,1,0.0,1.0,94003.11,0
118788,118788,15582033,Zito,628,France,Male,29.0,7,0.0,2,0.0,1.0,46675.73,0
123431,123431,15782630,Genovese,543,France,Male,35.0,4,137482.19,1,0.0,0.0,62389.35,1
33652,33652,15711396,Henderson,427,Spain,Male,40.0,9,0.0,2,1.0,1.0,82870.75,0
64196,64196,15611191,Ojiofor,652,France,Female,42.0,9,0.0,2,1.0,1.0,127841.86,0
162423,162423,15593694,Nwankwo,667,France,Male,31.0,0,0.0,1,0.0,1.0,44912.79,0
121770,121770,15585067,Lettiere,611,France,Female,39.0,4,0.0,3,1.0,0.0,128885.85,1
77140,77140,15681411,Ibeamaka,716,Spain,Male,33.0,9,0.0,2,1.0,1.0,104077.67,0
48733,48733,15683363,Goddard,653,Spain,Female,42.0,1,0.0,1,0.0,0.0,144675.3,1
118028,118028,15568506,Forbes,590,Spain,Male,37.0,5,166115.42,2,1.0,1.0,67208.3,0
91696,91696,15627162,Sung,505,Germany,Female,38.0,0,134006.77,1,1.0,1.0,89578.32,0
9790,9790,15628947,Pagnotto,850,France,Male,32.0,9,0.0,2,1.0,1.0,79577.4,0
156252,156252,15651084,Milne,481,Spain,Female,52.0,3,0.0,1,1.0,1.0,149893.87,1
30417,30417,15570115,Eluemuno,757,France,Male,30.0,5,0.0,1,1.0,1.0,152871.99,0
156607,156607,15687421,Highland,778,Spain,Male,67.0,9,125919.35,1,1.0,1.0,175910.95,0
125572,125572,15793326,Milne,646,France,Female,34.0,3,0.0,2,1.0,1.0,124711.57,0
161656,161656,15809838,Moore,614,Spain,Male,43.0,0,0.0,1,1.0,0.0,73562.05,0
105894,105894,15687094,Chia,715,Spain,Female,47.0,7,147910.45,1,1.0,0.0,143681.0,1
61493,61493,15598802,Martin,850,France,Male,30.0,8,96654.72,1,0.0,1.0,30607.11,0
161197,161197,15718289,Walker,584,France,Female,31.0,2,0.0,2,1.0,0.0,167984.99,0
132128,132128,15621457,Macleod,589,France,Male,39.0,8,123894.43,1,1.0,0.0,90106.94,0
163512,163512,15753343,Mazzanti,687,France,Female,38.0,2,0.0,2,0.0,0.0,183358.21,0
163402,163402,15632272,Nnaife,591,Spain,Female,51.0,5,0.0,1,1.0,1.0,100940.91,0
128889,128889,15778897,Mironova,809,France,Male,35.0,6,0.0,2,0.0,0.0,172576.48,0
84198,84198,15679770,Smith,658,France,Female,37.0,1,0.0,2,1.0,0.0,89822.48,0
14676,14676,15753861,Nnaife,763,France,Male,31.0,4,0.0,2,0.0,0.0,82709.53,0
123385,123385,15689526,White,751,Germany,Male,35.0,9,127543.11,2,1.0,0.0,468.94,0
102208,102208,15591698,Trevisano,622,France,Female,34.0,6,0.0,2,0.0,0.0,6761.84,0
93743,93743,15762682,Oluchukwu,679,Spain,Male,30.0,1,0.0,1,1.0,1.0,160828.98,0
58449,58449,15684868,Hs?eh,707,Spain,Male,47.0,5,0.0,2,1.0,0.0,35113.11,0
22429,22429,15605835,Manna,753,Spain,Female,34.0,8,129855.72,1,0.0,0.0,182855.42,0
90289,90289,15798834,Yefremov,719,France,Male,32.0,1,0.0,1,1.0,0.0,76264.27,1
152609,152609,15757895,Hancock,681,France,Female,30.0,8,0.0,2,1.0,1.0,33230.37,0
107065,107065,15671582,Fan,608,France,Female,36.0,9,0.0,2,0.0,1.0,121151.1,0
150714,150714,15790717,McLean,591,France,Male,35.0,3,0.0,2,1.0,0.0,89566.64,0
61334,61334,15684248,Mazzanti,680,Spain,Female,41.0,1,0.0,2,0.0,0.0,177506.66,0
160347,160347,15663650,Zaytseva,684,Spain,Female,38.0,6,0.0,1,1.0,1.0,123663.63,0
141151,141151,15793851,Chukwudi,757,Germany,Male,30.0,3,116084.06,2,1.0,1.0,171790.91,0
98441,98441,15773869,Onwudiwe,797,Spain,Male,59.0,7,129321.44,1,1.0,1.0,93624.55,0
36893,36893,15651389,Pagnotto,696,Spain,Male,26.0,6,0.0,2,1.0,0.0,52894.01,0
47420,47420,15734674,Lin,543,France,Male,41.0,7,59271.82,1,1.0,0.0,46019.43,1
7443,7443,15703778,Hughes,668,Germany,Male,40.0,3,134446.04,3,0.0,1.0,111249.62,1
8451,8451,15704581,Uchenna,706,Germany,Female,37.0,6,111432.77,2,1.0,0.0,161579.85,0
70883,70883,15637993,Chin,627,France,Female,52.0,7,113960.08,1,1.0,1.0,140760.35,1
67471,67471,15702300,Onyekachukwu,682,France,Female,35.0,7,0.0,2,0.0,1.0,169653.32,0
136385,136385,15792468,Ch'eng,679,Germany,Male,39.0,8,113827.35,1,0.0,0.0,141364.11,0
64911,64911,15650591,Chizuoke,516,Germany,Male,37.0,2,135070.58,1,0.0,1.0,136620.64,0
77435,77435,15628697,Chukwufumnanya,531,Germany,Female,42.0,1,122721.52,3,1.0,0.0,109496.29,1
159615,159615,15674526,Hsia,590,France,Male,76.0,1,160541.36,2,1.0,1.0,9241.78,0
14371,14371,15781702,Yeh,683,France,Male,26.0,4,148667.81,1,1.0,0.0,163584.85,0
138546,138546,15682463,T'ang,639,France,Male,29.0,2,0.0,2,1.0,0.0,170968.63,0
58497,58497,15756305,Clarke,719,France,Female,52.0,10,0.0,1,1.0,0.0,194144.45,1
77399,77399,15656937,Ewing,588,Germany,Male,32.0,6,113709.32,1,1.0,1.0,96936.0,0
100493,100493,15689955,Chiu,676,France,Male,32.0,6,144581.99,1,0.0,1.0,48131.77,0
17389,17389,15664547,O'Donnell,658,France,Male,34.0,9,0.0,2,1.0,1.0,166645.32,0
137393,137393,15702462,Fiorentini,619,Spain,Female,44.0,6,52831.13,1,1.0,0.0,112649.22,1
112155,112155,15667046,Chidiegwu,710,Germany,Male,37.0,2,158719.57,2,1.0,1.0,164741.81,0
89487,89487,15598157,Milani,703,France,Male,35.0,1,0.0,1,1.0,1.0,141364.62,0
9276,9276,15673223,Hou,626,France,Male,39.0,10,0.0,2,0.0,0.0,164287.86,0
83093,83093,15765952,Nwankwo,572,Spain,Male,40.0,7,0.0,1,1.0,1.0,121798.52,0
113386,113386,15583033,Welch,766,Germany,Female,40.0,3,136416.82,1,1.0,0.0,82824.08,1
154863,154863,15657747,Kumm,599,France,Female,53.0,1,0.0,3,1.0,0.0,70810.6,1
94253,94253,15631159,Ejimofor,554,France,Male,34.0,3,145553.56,1,1.0,0.0,78879.61,0
149754,149754,15644446,Norton,679,France,Male,28.0,3,0.0,1,1.0,1.0,8814.69,0
147111,147111,15651740,Palerma,778,France,Female,33.0,3,155767.06,1,1.0,0.0,142328.52,0
62111,62111,15681671,Chukwufumnanya,445,Germany,Female,38.0,10,72647.64,1,1.0,0.0,49671.78,0
49396,49396,15659327,Calabrese,520,France,Female,34.0,6,0.0,2,1.0,0.0,97937.75,0
137779,137779,15639133,Ku,573,France,Female,50.0,4,0.0,2,1.0,0.0,129372.94,0
64784,64784,15716164,P'eng,613,France,Male,42.0,7,0.0,2,1.0,0.0,65982.57,0
117251,117251,15729586,Chia,476,France,Male,33.0,4,102925.96,2,1.0,0.0,99692.98,0
97545,97545,15585388,Chidumaga,682,Germany,Female,31.0,3,122552.51,2,1.0,0.0,109057.56,0
58526,58526,15651740,Smith,685,France,Male,38.0,3,0.0,1,0.0,1.0,157955.25,0
99015,99015,15798053,Nnamutaezinwa,614,France,Female,46.0,5,0.0,2,1.0,0.0,159165.7,0
131731,131731,15658929,O'Donnell,682,France,Male,33.0,1,0.0,2,1.0,0.0,162749.92,0
161102,161102,15801152,Ibezimako,754,France,Male,37.0,3,0.0,2,1.0,1.0,147093.84,0
75936,75936,15709412,Hsiung,697,Spain,Male,30.0,6,80958.36,1,1.0,1.0,64490.67,0
17524,17524,15714057,Macartney,757,France,Male,33.0,6,0.0,2,0.0,0.0,46824.24,0
38530,38530,15741417,Ch'ien,703,France,Female,22.0,3,116324.59,1,1.0,1.0,60532.55,0
92099,92099,15585892,Ts'ai,629,Spain,Male,37.0,2,144581.96,1,1.0,1.0,131609.48,0
16546,16546,15781702,Mazzanti,641,France,Female,33.0,6,0.0,2,1.0,0.0,131768.28,0
17107,17107,15591698,Cremonesi,633,France,Male,28.0,10,0.0,2,1.0,1.0,171519.06,0
19172,19172,15703820,Onyemachukwu,652,Spain,Female,32.0,8,0.0,2,1.0,1.0,92889.41,0
107847,107847,15569446,Lombardi,730,Germany,Male,31.0,7,103522.64,1,1.0,1.0,70899.27,0
45735,45735,15796413,Ritchie,554,France,Male,40.0,1,0.0,2,0.0,0.0,1375.51,0
30641,30641,15719017,Donaldson,672,Spain,Male,22.0,8,0.0,2,1.0,1.0,16245.25,0
122199,122199,15698028,Fiorentini,660,France,Female,33.0,8,91216.09,1,1.0,1.0,123580.53,0
74026,74026,15673747,Ch'ien,727,France,Male,37.0,4,0.0,2,1.0,0.0,878.87,0
27895,27895,15594864,Huang,675,France,Female,26.0,1,0.0,2,1.0,0.0,23491.09,0
76359,76359,15584091,Chiawuotu,659,Germany,Female,42.0,9,118392.75,2,1.0,0.0,160828.98,1
52508,52508,15638159,Chuang,699,France,Female,36.0,9,94667.29,2,1.0,0.0,103557.85,0
146417,146417,15787627,Brown,775,France,Male,31.0,6,0.0,2,1.0,1.0,186489.86,0
67929,67929,15738248,Lo,833,France,Female,37.0,5,0.0,2,1.0,1.0,151871.84,0
11062,11062,15574068,Onyemauchechukwu,565,France,Male,36.0,8,0.0,2,1.0,0.0,158750.19,0
138174,138174,15666916,Martin,673,France,Female,43.0,7,99610.92,2,1.0,0.0,187296.78,1
5575,5575,15753895,Shih,719,Spain,Male,39.0,2,0.0,2,1.0,0.0,64511.24,0
54456,54456,15627298,Gboliwe,516,Germany,Female,52.0,10,149879.66,1,1.0,0.0,158845.49,1
89610,89610,15756901,Tung,716,Germany,Female,32.0,1,164902.33,1,1.0,1.0,156471.19,0
451,451,15696605,Angelo,603,France,Male,49.0,4,180614.04,1,0.0,1.0,523.0,0
151431,151431,15738219,Yudina,696,France,Female,35.0,4,0.0,2,1.0,0.0,88827.67,0
95855,95855,15626452,Bevan,841,France,Female,52.0,8,0.0,2,1.0,1.0,173365.9,0
149263,149263,15595588,T'ien,578,France,Female,38.0,4,0.0,2,1.0,0.0,123587.85,0
62141,62141,15743478,Johnson,659,Germany,Male,36.0,8,52106.33,2,1.0,1.0,107964.36,0
131975,131975,15735784,Ch'in,667,Spain,Male,31.0,3,131287.36,2,0.0,0.0,48242.38,0
159872,159872,15569410,Chiedozie,584,Germany,Male,32.0,2,185932.18,2,1.0,0.0,157871.55,0
63801,63801,15792328,James,475,France,Male,35.0,6,0.0,2,1.0,1.0,56999.9,0
45322,45322,15784958,Ts'ui,539,France,Male,41.0,1,0.0,1,1.0,1.0,69080.46,0
77813,77813,15775234,Laurie,669,France,Male,29.0,6,0.0,2,1.0,1.0,92612.88,0
66025,66025,15727361,Lu,508,France,Female,38.0,6,0.0,2,1.0,1.0,100940.91,0
108386,108386,15707110,Benson,482,Germany,Female,44.0,5,133628.09,1,1.0,0.0,91936.1,1
134032,134032,15616700,Leach,622,France,Male,41.0,9,0.0,2,1.0,1.0,155786.39,0
100884,100884,15782530,Tuan,735,France,Male,31.0,0,0.0,2,0.0,0.0,165082.2,0
129933,129933,15709621,Wan,682,France,Female,31.0,4,0.0,2,0.0,1.0,27731.05,1
154116,154116,15571928,P'eng,592,Spain,Male,54.0,7,0.0,2,0.0,1.0,86622.73,1
40339,40339,15627395,Manners,643,France,Female,65.0,9,0.0,1,1.0,0.0,49707.85,1
129568,129568,15573888,Ponomaryov,648,Germany,Male,43.0,1,107963.38,1,0.0,0.0,186438.86,0
105176,105176,15659327,Chukwuebuka,634,France,Male,36.0,1,131583.9,1,1.0,0.0,52403.02,0
104430,104430,15742879,Liao,542,France,Female,53.0,1,0.0,1,1.0,0.0,191914.37,1
